12,"","","","","","GFI Software develops quality IT solutions for small to mid-sized businesses with generally up to 1,000 users. Serving more than 200,000 companies, GFI’s product line also includes collaboration, network security, anti-spam, patch management, faxing, mail archiving and web monitoring. GFI is channel-focused, with thousands of partners worldwide. The company has received numerous awards and industry accolades, and is a longtime Microsoft® Gold ISV Partner. ","","",,false,"","","","",Unknown,"",GFI Software,https://d3uimxdj41cg3o.cloudfront.net/companies/c20ad4d76fe97759aa27a0c99bff6710-6c4179585b7bad65a506023b4793eecd/resources/logo_normal.jpg?1438766243,"","",Privately Owned,"",,7,,gfi-software,"",,Full tax,"",Unknown,http://www.gfi.com/,"",No,,,""
13,"","","","",,"FrameFlow is a privately-held company that develops top-quality tools that to help IT professionals ensure their servers and networks are operating optimally. 

The company was founded in 2003 and has grown steadily since its inception. Early on our product was a simple desktop utility to help with basic monitoring and its has grown steadily from there. In 2007 we were one of the first monitoring solutions to switch to a 100% web-based interface. In 2009 we introduced our first multi-site monitoring offering. In 2010 we introduced modern dashboard editing and network diagram using the latest HTML5 technology. In 2012 we went through a major rebranding to emerge under the FrameFlow name. ","","",,false,"",,,"",Unknown,,FrameFlow,https://d3uimxdj41cg3o.cloudfront.net/companies/c51ce410c124a10e0db5e4b97fc2af39-6aa12afd5009d1ef3b3f225042c49520/resources/logo_normal.png?1438766244,,"",Privately Owned,"",,0,,frameflow,"",,Full tax,"",Unknown,http://www.frameflow.com/,"",No,,,""
14,4141 Hacienda Drive,"",Pleasanton,USA,"","ManageEngine is the enterprise IT management software division of Zoho Corporation. Founded in 1996 and known until 2009 as AdventNet Inc., Zoho Corporation has offices in California, Austin, New Jersey, India, Singapore, Tokyo and Beijing. Zoho Corporation is privately held, has achieved impressive growth over the years and has been a rock-solid supplier and partner, with sound financials.

Founded in 1996 and established as a division of Zoho Corporation in 2001

Today, ManageEngine is a large company with customers of every size and type in over 200 countries. ManageEngine is the fastest-growing alternative to traditional network management frameworks -- 3 out of every 5 Fortune 500 companies use our products.","","",,true,"","",http://www.hoovers.com/company-information/cs/company-profile.ZOHO_CORPORATION.9d96e3d7afdadbbe.html,https://www.linkedin.com/company/manageengine-,Unknown,"",ManageEngine,https://d3uimxdj41cg3o.cloudfront.net/companies/aab3238922bcc25a6f606eb525ffdc56-f1ab4b16e0e6310fbdf9ad1aeb05532d/resources/logo_normal.jpeg?1438766244,"","",Privately Owned,+1-925-924-9500,,23,,manageengine,CA,,Full tax,https://twitter.com/manageengine,Unknown,http://www.manageengine.com/,https://en.wikipedia.org/wiki/ManageEngine,No,,,94588
15,"","","","",,"CopperEgg next-generation cloud monitoring provides simple, smart, and fast insight into the performance, quality, and availability of websites, web applications, servers, and systems. Our SaaS-based server monitoring, website monitoring, and cloud analytics deliver immediate intelligence into critical cloud performance problems, correlated visibility into developing trends, and split-second decision support for organizations of all sizes. CopperEgg products are simple to try, install, use, and grow. Our scalable, big data monitoring platform maximizes visibility, minimizes false alarms, and optimizes performance fidelity.","","",,false,"",,,"",Unknown,,CopperEgg,https://d3uimxdj41cg3o.cloudfront.net/companies/9bf31c7ff062936a96d3c8bd1f8f2ff3-263247c597c093c00462ee258f5ca4f9/resources/logo_normal.jpeg?1438766244,,"",Privately Owned,"",,13,,copperegg,"",,Full tax,"",Unknown,http://copperegg.com/,"",No,,,""
16,"","","","",,"Hosted monitoring of networks, servers, applications, storage, and cloud – in a single pane of glass.","","",,false,"",,,"",Unknown,,LogicMonitor Inc.,https://d3uimxdj41cg3o.cloudfront.net/companies/c74d97b01eae257e44aa9d5bade97baf-c552b448140b381b1f891e8ab4fe7c28/resources/logo_normal.jpeg?1438766245,,"",Privately Owned,"",,0,,logicmonitor-inc,"",,Full tax,"",Unknown,http://www.logicmonitor.com/,"",No,,,""
18,"","","","",,"TNT Software provides enterprise class server monitoring and automated Windows Event Log management solutions for IT Managers, System Administrators and Security Managers seeking 
more productivity and efficiency in their environments.","","",,false,"",,,"",Unknown,,TNT Software,https://d3uimxdj41cg3o.cloudfront.net/companies/6f4922f45568161a8cdf4ad2299f6d23-9c723bf33e7ab87c70e2244705cf0ccf/resources/logo_normal.jpeg?1438766246,,"",Privately Owned,"",,0,,tnt-software,"",,Full tax,"",Unknown,http://www.tntsoftware.com/,"",No,,,""
19,"","","","","","Kaseya provides IT management software that helps MSPs and mid-sized enterprises better manage IT to drive the success of their businesses, while saving time and money.

Kaseya is proud to say that our solutions are in use by more than 10,000 customers worldwide in a wide variety of industries, including retail, manufacturing, healthcare, education, government, media, technology, finance, and more.

The company was founded in 2000, and is privately held with a presence in over 20 countries.
","","",,false,"","","","",Unknown,"",Kaseya,https://d3uimxdj41cg3o.cloudfront.net/companies/1f0e3dad99908345f7439f8ffabdffc4-ca437412fb26909a03f94629389ec8db/resources/logo_normal.jpeg?1438766246,"","",Privately Owned, Toll Free inside US: 1 (877) 926-0001,,44,,kaseya,"",,Full tax,"",Unknown,http://www.kaseya.com/,"",No,,,""
20,240 West 35th Street 6th floor,"",New York,USA,,"Fidelus Technologies is a leading provider of Unified Communication and Collaboration (UCC) Solutions. Our fanatical approach to client service coupled with specialized technical expertise, a full service offering and 10 years of experience in enterprise class solutions has given us a unique understanding of how UCC solutions can be leveraged in your organization.","","",,false,"",,,"",Unknown,,Fidelus Technologies LLC,https://d3uimxdj41cg3o.cloudfront.net/companies/98f13708210194c475687be6106a3b84-af1559b847199d969d3960941913d5f8/resources/logo_normal.jpeg?1438766247,,"",Privately Owned,"",,0,,fidelus-technologies-llc,NY,,Full tax,"",Unknown,http://www.fidelus.com/,"",No,2002,,10001
21,851 W Cypress Creek Rd,"",Fort Lauderdale,United States,https://creditreports.dnb.com/webapp/wcs/stores/servlet/ReportSelectionCmd?dunsNumber=2&busName=CITRIX%20SYSTEMS%2C%20INC.&storeId=11154&catalogId=71154&productId=0&address=851%20W%20CYPRESS%20CREEK%20RD&city=FORT%20LAUDERDALE&state=FL&zip=333092009&country=US,"Citrix transforms how businesses and IT work and people collaborate in the cloud era. With market-leading cloud, collaboration, networking and virtualization technologies, Citrix powers mobile workstyles and cloud services, making complex enterprise IT simpler and more accessible for 260,000 organizations. Citrix products touch 75 percent of Internet users each day and it partners with more than 10,000 companies in 100 countries.","","",,true,"","",http://www.hoovers.com/company-information/cs/company-profile.Citrix_Systems_Inc.954bf0664d6fef05.html,https://www.citrix.com/linkedin,Unknown,"",Citrix,https://d3uimxdj41cg3o.cloudfront.net/companies/3c59dc048e8850243be8079a5c74d079-53fccb76deb60b2a1e24d0d2016b67aa/resources/logo_normal.jpeg?1438766247,"","",Publicly Listed,(954) 267-3000,,156,,citrix,FL,,Full tax,http://www.citrix.com/twitter,Unknown,http://www.citrix.com/,http://en.wikipedia.org/wiki/Citrix_Systems,No,,,33309 
22,3401 Hillview Ave. ,"",Palo Alto,United States ,https://creditreports.dnb.com/webapp/wcs/stores/servlet/ReportSelectionCmd?dunsNumber=0&busName=VMWARE%2C%20INC.&storeId=11154&catalogId=71154&productId=0&address=3401%20HILLVIEW%20AVE&city=PALO%20ALTO&state=CA&zip=943041320&country=US,"VMware (NYSE:VMW), the global leader in virtualization and cloud infrastructure, delivers customer-proven solutions that accelerate IT by reducing complexity and enabling more flexible, agile service delivery. VMware enables enterprises to adopt a cloud model that addresses their unique business challenges. VMware’s approach accelerates the transition to cloud computing while preserving existing investments and improving security and control. With more than 400,000 customers and 55,000 partners, VMware solutions help organizations of all sizes lower costs, increase business agility and ensure freedom of choice.","","",,true,"","",http://www.hoovers.com/company-information/cs/company-profile.Vmware_Inc.3c60c882f312d946.html,https://www.linkedin.com/company/vmware,Unknown,"","VMware, Inc.",https://d3uimxdj41cg3o.cloudfront.net/companies/b6d767d2f8ed5d21a44b0e5886680cb9-589184dd2dca5a04cdb3cfa9239ca4bd/resources/logo_normal.jpeg?1438766247,"","",Publicly Listed,(650) 427-5000,,134,,vmware-inc,CA ,,Full tax,https://twitter.com/VMware,Unknown,http://www.vmware.com/,http://en.wikipedia.org/wiki/VMware,No,,,94304
23,350 Ellis Street,"",Mountain View,USA,https://creditreports.dnb.com/webapp/wcs/stores/servlet/ReportSelectionCmd?dunsNumber=0&busName=SYMANTEC%20CORPORATION&storeId=11154&catalogId=71154&productId=0&address=350%20ELLIS%20ST&city=MOUNTAIN%20VIEW&state=CA&zip=940432202&country=US,"Symantec Corporation provides security, storage, and systems management solutions to various organization and consumers worldwide. It operates in four segments: Consumer, Security and Compliance, Storage and Server Management, and Services.

Symantec Corporation was founded in 1982 and is headquartered in Mountain View, California.","","",20000,true,"","",http://www.hoovers.com/company-information/cs/company-profile.SYMANTEC_CORPORATION.3ed4af52295e5560.html,"",Unknown,"",Symantec Corporation,https://d3uimxdj41cg3o.cloudfront.net/companies/37693cfc748049e45d87b8c7d8b9aacd-feddc08f115dce55fe07fb401e74998a/resources/logo_normal.jpeg?1438766248,"","",Publicly Listed,"",,937,,symantec-corporation,CA,,Full tax,https://twitter.com/symantecASIA,Unknown,http://www.symantec.com/,http://en.wikipedia.org/wiki/Symantec,No,1982,,94043
24,100 E. Davie St.,"",Raleigh,United States ,https://creditreports.dnb.com/webapp/wcs/stores/servlet/ReportSelectionCmd?dunsNumber=0&busName=RED%20HAT%2C%20INC.&storeId=11154&catalogId=71154&productId=0&address=100%20E%20DAVIE%20ST&city=RALEIGH&state=NC&zip=276011806&country=US,"Red Hat, Inc. provides open source software solutions to enterprise customers worldwide. The company also offers enterprise-ready open source operating system platforms. Its products include Red Hat Enterprise Linux, an operating system designed for enterprise computing; Red Hat JBoss Middleware, which offers a range of middleware offerings for developing, deploying, and managing applications, such as hotel and airline reservation systems, online banking, credit card processing, securities trading, healthcare systems, customer and partner portals, retail and point-of-sale systems, and telecommunications network infrastructure that are accessible through the Internet, corporate intranets, extranets, clouds, and virtual private networks; and Red Hat Virtualization, a virtualization solution for server and desktop computers that combines the kernel-based virtual machine hypervisor with the oVirt open source virtualization management system. In addition, the company offers other Red Hat enterprise technologies, including Red Hat Messaging, Real-time, and Grid that integrates open and scalable messaging; and Red Hat Directory Server that centralizes application settings, user profiles, group data, policies, and access control information into a network-based registry. Further, it provides various cloud, storage, and systems management offerings, as well as offers training, consulting, and support services. The company sells its enterprise technologies through annual or multi-year subscriptions. Red Hat, Inc. has strategic alliances with Advanced Micro Devices, Inc.; Intel Corporation; Amazon.com, Inc.; Fujitsu Limited; and International Business Machines Corporation. 

The company was formerly known as Red Hat Software, Inc. and changed its name to Red Hat, Inc. in June 1999. Red Hat, Inc. was founded in 1993 and is headquartered in Raleigh, North Carolina.","","",,true,"","",http://www.hoovers.com/company-information/cs/company-profile.Red_Hat_Inc.e4af824fab643bf1.html,https://www.linkedin.com/company/red-hat,Unknown,"","Redhat, Inc.",https://d3uimxdj41cg3o.cloudfront.net/companies/1ff1de774005f8da13f42943881c655f-000a99b6b1eb3d4b4bda3c196da08af2/resources/logo_normal.jpeg?1438766249,"","",Publicly Listed,"",,0,,redhat-inc,NC ,,Full tax,https://twitter.com/RedHatNews,Unknown,http://www.redhat.com/,http://de.wikipedia.org/wiki/Red_Hat,No,1993,,27601
25,"","","","",,"OpSource provides cloud and managed hosting solutions that enable businesses of all sizes to accelerate growth and scale operations while controlling costs and reducing IT infrastructure support risks. More than four hundred Software-as-a-Service ISVs, cloud platform providers, carriers and enterprises rely on OpSource’s expertise, experience and agility to operate high-availability, business-critical hosting environments.
","","",,false,"",,,"",Unknown,,"OpSource, Inc.",https://d3uimxdj41cg3o.cloudfront.net/companies/8e296a067a37563370ded05f5a3bf3ec-d34a64ea2c0e6fab7941ff5900ffdfdb/resources/logo_normal.jpeg?1438766249,,"",Privately Owned,"",,0,,opsource-inc,"",,Full tax,"",Unknown,http://www.opsource.net/,"",No,2002,,""
26,"","","","","","Dell KACE is the leading provider of systems management appliances. Our appliance-based approach to managing desktops, laptops and servers saves time and money for systems management professionals and their organizations. The award-winning Dell KACE Family of Systems Management Appliances typically install in one day at a low total cost of ownership.

KACE Appliances provide easy-to-use, comprehensive and affordable end-to-end systems management utilizing an appliance-based architecture. They deliver a complete, pre-integrated bundle of operating environment and application software via a dedicated server appliance, which can be plugged into an existing network and immediately begin functioning. The appliance eliminates many of the complexities and costs of traditional computer management software solutions such as hardware procurement, software installation and integration. At the same time an appliance-based architecture provides exceptional performance, reliability and scalability through a purpose-built solution that is pre-tuned, hardened and self-healing.

Originally founded in 2003, KACE was acquired by Dell in 2010. Today Dell KACE and its award winning Family of Systems Management Appliances address the IT management needs of organizations of all sizes. Dell KACE is the industry’s fastest growing system management solution.","","",,false,"","","","",Unknown,"",Dell KACE,https://d3uimxdj41cg3o.cloudfront.net/companies/4e732ced3463d06de0ca9a15b6153677-68f735f94069b6e9db3c100ea13cad36/resources/logo_normal.jpeg?1438766249,"","",Privately Owned,"",,0,,dell-kace,"",,Full tax,"",Unknown,https://www.kace.com/,"",No,,,""
27,495 East Java Drive,"",Sunnyvale ,USA,,"NetApp creates innovative products—storage systems and software that help customers around the world store, manage, protect, and retain one of their most precious corporate assets: their data. We are recognized throughout the industry for continually pushing the limits of today’s technology so that our customers never have to choose between saving money and acquiring the capabilities they need to be successful.

$6.2B in revenue

Over 12,000 employees in more than 150 offices worldwide

FORTUNE 500 company

Member of S&P 500 and NASDAQ

Stock symbol: NTAP","","",,true,+1 408 822 4501 ,,,https://www.linkedin.com/company/netapp,Unknown,,NetApp Inc.,https://d3uimxdj41cg3o.cloudfront.net/companies/02e74f10e0327ad868d138f2b4fdd6f0-1425a72bc1ef5c11a749f2f9e0a1e6f4/resources/logo_normal.jpeg?1438766250,,"",Publicly Listed,+1 408 822 6000 ,,3,,netapp-inc,CA,,Full tax,@NetApp,Unknown,http://www.netapp.com/,http://en.wikipedia.org/wiki/NetApp,No,1992,,94089 
28,"","","","",,"Polarion Software is dedicated to improving the efficiency of product development by removing the guesswork, and enabling all team members from developers and testers, thru project managers, to executives, to understand and appreciate the actual state of product development in their organization, right now, today.","","",,false,"",,,"",Unknown,,Polarian Software,https://d3uimxdj41cg3o.cloudfront.net/companies/33e75ff09dd601bbe69f351039152189-0b59cbbdfe545c12ccd438a18eec045f/resources/logo_normal.jpeg?1438766250,,"",Privately Owned,"",,0,,polarian-software,"",,Full tax,"",Unknown,http://www.polarion.com/,"",No,,,""
29, 1850 Gateway Drive  4th Floor,"",San Mateo,USA,,"Serena Software provides Orchestrated IT solutions to the Global 2000. Serena's core purpose is to advance the business value of IT. Our 4,000 active enterprise customers, encompassing almost one million users worldwide, have made Serena the largest independent ALM vendor and the only one that orchestrates DevOps, the processes that bring together application development and operations.

Headquartered in Silicon Valley, Serena serves enterprise customers from 29 offices in 14 countries. Serena is a portfolio company of Silver Lake Partners, the leader in private investments in technology-enabled industries.","","",,true,1-650-481-3700,,,http://www.linkedin.com/company/serena-software/,Unknown,,Serena Software,https://d3uimxdj41cg3o.cloudfront.net/companies/6ea9ab1baa0efb9e19094440c317e21b-79e44d1ae7acd9129baae87bd78cd3ee/resources/logo_normal.jpeg?1438766251,,"",Publicly Listed,1-650-481-3400,,0,,serena-software,CA,,Full tax,@SerenaSoftware,Unknown,http://www.serena.com,http://en.wikipedia.org/wiki/Serena_Software,No,1980,,94404 
30," 100 Cummings Center, Suite 234N","",Beverly,USA,https://creditreports.dnb.com/webapp/wcs/stores/servlet/ReportSelectionCmd?dunsNumber=0&busName=SMARTBEAR%2C%20INC.&storeId=11154&catalogId=71154&productId=0&address=100%20CUMMINGS%20CTR%20STE%20234N&city=BEVERLY&state=MA&zip=019156235&country=US,"SmartBear Software is a software company which provides tools for software developers, quality assurance engineers and IT professionals. SmartBear Software is the unification of AutomatedQA, the original Smart Bear Software and Pragmatic Software.","","",,true,+1 (978) 338-0500,"",http://www.hoovers.com/company-information/cs/company-profile.Smartbear_Software.12cc527cb9f833f8.html,http://www.linkedin.com/company/smartbear-software,Unknown,"",SmartBear Software,https://d3uimxdj41cg3o.cloudfront.net/companies/34173cb38f07f89ddbebc2ac9128303f-985d3f5531f51613fe3478946c537839/resources/logo_normal.jpeg?1438766251,"","",Privately Owned,+1 (978) 236-7900,,0,,smartbear-software,MA,,Full tax,@SmartBear,Unknown,http://smartbear.com/,http://en.wikipedia.org/wiki/SmartBear_Software,No,2003,,01915
31,"","","","",,TechExcel unifies the enterprise by bridging the gap between product development and service / support. This end-to-end environment empowers companies to optimize the relationship between these important organizations without sacrificing autonomy or business processes and provides a collaborative environment that significantly saves time and resources.,"","",,false,"",,,"",Unknown,,TechExcel,https://d3uimxdj41cg3o.cloudfront.net/companies/c16a5320fa475530d9583c34fd356ef5-735d3020a13258a7bcc05693a72e8f3f/resources/logo_normal.jpeg?1438766251,,"",Privately Owned,"",,0,,techexcel,"",,Full tax,"",Unknown,http://techexcel.com/,"",No,,,""
